cbsa,city,state
29940,LAWRENCE,KS
48140,WAUSAU,WI
12020,ATHENS,GA
42860,WESTMINSTER,SC
30860,LOGAN,UT
16820,CHARLOTTESVILLE,VA
27160,OAK HILL,OH
36780,OSHKOSH,WI
25940,BLUFFTON,SC
12980,BATTLE CREEK,MI
17780,COLLEGE STATION,TX
33260,MIDLAND,TX
39220,HELPER,UT
33540,MISSOULA,MT
21700,EUREKA,CA
33780,MONROE,MI
31900,MANSFIELD,OH
17660,COEUR D ALENE,ID
27860,JONESBORO,AR
10760,DADEVILLE,AL
48260,WEIRTON,WV
43220,BELFAIR,WA
22780,SAINT ROBERT,MO
36830,RITZVILLE,WA
40980,SAGINAW,MI
39820,REDDING,CA
16060,CARBONDALE,IL
43580,SIOUX CITY,IA
13460,BEND,OR
16540,CHAMBERSBURG,PA
44940,SUMTER,SC
18900,CROSSVILLE,TN
49500,GUAYANILLA,PR
49420,YAKIMA,WA
26020,LOVINGTON,NM
45460,TERRE HAUTE,IN
20700,EAST STROUDSBURG,PA
19460,DECATUR,AL
22020,FARGO,ND
48100,BOWLING GREEN,FL
32280,DRESDEN,TN
46020,TRUCKEE,CA
39380,PUEBLO,CO
36020,CAMANO ISLAND,WA
15180,BROWNSVILLE,TX
27620,JEFFERSON CITY,MO
27980,WAILUKU,HI
27740,JOHNSON CITY,TN
14100,DANVILLE,PA
27530,JASPER,AL
28060,WHITEFISH,MT
31820,TWO RIVERS,WI
17660,COEUR D ALENE,ID
14720,FRISCO,CO
47780,ODON,IN
38180,FORT PIERRE,SD
20940,CALEXICO,CA
47940,WATERLOO,IA
35660,BENTON HARBOR,MI
44300,BELLEFONTE,PA
32100,ISHPEMING,MI
27530,JASPER,AL
35940,WILLARD,OH
17340,LAKEPORT,CA
15500,BURLINGTON,NC
43300,SHERMAN,TX
41140,SAINT JOSEPH,MO
35260,NEW CASTLE,PA
49500,PENUELAS,PR
27500,JANESVILLE,WI
23580,FLOWERY BRANCH,GA
37740,GLOBE,AZ
14180,OSCEOLA,AR
14100,BERWICK,PA
11460,YPSILANTI,MI
46380,WILLITS,CA
27740,JOHNSON CITY,TN
39060,POTTSVILLE,PA
23500,BLACKSBURG,SC
43300,DENISON,TX
36220,ODESSA,TX
14720,SILVERTHORNE,CO
38620,PONCA CITY,OK
11500,ANNISTON,AL
26340,HANCOCK,MI
13380,BELLINGHAM,WA
39380,PUEBLO,CO
21300,ELMIRA,NY
10500,ALBANY,GA
48260,STEUBENVILLE,OH
31930,BELPRE,OH
20540,NEWBERN,TN
38220,WHITE HALL,AR
36837,OTTAWA,IL
13720,NORTON,VA
41900,LAJAS,PR
21140,ELKHART,IN
27540,HUNTINGBURG,IN
10540,ALBANY,OR
35100,HAVELOCK,NC
49700,YUBA CITY,CA
38580,POINT PLEASANT,WV
13780,ENDICOTT,NY
14580,BELGRADE,MT
11660,GURDON,AR
45900,TRAVERSE CITY,MI
47460,COLLEGE PLACE,WA
39820,REDDING,CA
38240,SOUTHERN PINES,NC
42100,SANTA CRUZ,CA
33540,MISSOULA,MT
39780,COTTONWOOD,CA
30020,LAWTON,OK
47420,BRECKENRIDGE,MN
27600,COMMERCE,GA
11820,WARRENTON,OR
40760,ALTO,NM
24300,GRAND JUNCTION,CO
46100,WINCHESTER,TN
15500,GRAHAM,NC
36300,MASSENA,NY
41060,SAINT CLOUD,MN
30420,GOTHENBURG,NE
25020,PATILLAS,PR
36660,EUNICE,LA
23580,GAINESVILLE,GA
29200,LAFAYETTE,IN
30820,MILL HALL,PA
19000,BRYSON CITY,NC
25720,PARK CITY,UT
44100,SPRINGFIELD,IL
12220,AUBURN,AL
42100,WATSONVILLE,CA
41780,HURON,OH
44980,SUNBURY,PA
27660,WELSH,LA
20220,DUBUQUE,IA
24500,GREAT FALLS,MT
44300,STATE COLLEGE,PA
37120,DALEVILLE,AL
21300,ELMIRA,NY
29100,ONALASKA,WI
30940,LONDON,KY
10140,HOQUIAM,WA
32300,BASSETT,VA
21700,ARCATA,CA
23820,GARDNERVILLE,NV
36620,FRUITLAND,ID
48580,ELKHORN,WI
43100,SHEBOYGAN,WI
22140,AZTEC,NM
31340,LYNCHBURG,VA
47700,WARSAW,IN
40620,SAINT JAMES,MO
38500,BREMEN,IN
20140,EAST DUBLIN,GA
16300,CEDAR RAPIDS,IA
34740,MUSKEGON,MI
31680,BISMARCK,AR
44500,DUBLIN,TX
32900,LOS BANOS,CA
32940,MERIDIAN,MS
12140,GARRETT,IN
41100,WASHINGTON,UT
20700,STROUDSBURG,PA
13060,PALACIOS,TX
33380,SPRINGHILL,LA
33420,GRAFORD,TX
30020,LAWTON,OK
29340,LAKE CHARLES,LA
23460,GADSDEN,AL
20780,EDWARDS,CO
24300,GRAND JUNCTION,CO
29740,LAS CRUCES,NM
33740,MONROE,LA
14620,KANE,PA
15620,LAKE CITY,MI
33300,SPARTA,GA
11100,AMARILLO,TX
30620,LIMA,OH
10380,ISABELA,PR
35660,NILES,MI
46180,TUPELO,MS
16820,CHARLOTTESVILLE,VA
25220,HAMMOND,LA
32000,NEBO,NC
17020,CHICO,CA
34580,SEDRO WOOLLEY,WA
28620,NAGS HEAD,NC
33260,MIDLAND,TX
39380,PUEBLO,CO
14140,PRINCETON,WV
27980,LAHAINA,HI
43620,SIOUX FALLS,SD
26820,IDAHO FALLS,ID
15680,MECHANICSVILLE,MD
17300,CLARKSVILLE,TN
19000,CULLOWHEE,NC
48660,SHEPPARD AFB,TX
46700,FAIRFIELD,CA
28340,ALBION,IN
33980,BEAUFORT,NC
10940,ITHACA,MI
10500,ALBANY,GA
33740,WEST MONROE,LA
16180,CARSON CITY,NV
39380,PUEBLO,CO
37460,PANAMA CITY,FL
42460,SCOTTSBORO,AL
46020,NEVADA CITY,CA
34350,CHAPMANVILLE,WV
45900,TRAVERSE CITY,MI
19460,HARTSELLE,AL
38620,BLACKWELL,OK
28020,KALAMAZOO,MI
11640,HATILLO,PR
38660,PONCE,PR
39540,RACINE,WI
36500,OLYMPIA,WA
43300,SHERMAN,TX
15020,BOGUE CHITTO,MS
31900,MANSFIELD,OH
42380,TOWANDA,PA
29900,LAUREL HILL,NC
21820,NORTH POLE,AK
17340,KELSEYVILLE,CA
21460,ELBA,AL
32620,MAGNOLIA,MS
12980,BATTLE CREEK,MI
46220,TUSCALOOSA,AL
14020,BLOOMINGTON,IN
10940,SAINT LOUIS,MI
29700,LAREDO,TX
47300,TULARE,CA
23540,GAINESVILLE,FL
13740,BILLINGS,MT
10380,AGUADILLA,PR
43060,TECUMSEH,OK
24380,CUBERO,NM
29340,LAKE CHARLES,LA
13720,COEBURN,VA
11780,GENEVA,OH
38740,DONIPHAN,MO
48580,DELAVAN,WI
49700,OLIVEHURST,CA
24220,GRAND FORKS,ND
10180,ABILENE,TX
11780,CONNEAUT,OH
41760,SAGLE,ID
45500,TEXARKANA,TX
47580,WARNER ROBINS,GA
10500,ALBANY,GA
18300,BANDON,OR
24540,GREELEY,CO
39020,WHEELERSBURG,OH
35660,SAINT JOSEPH,MI
36700,ORANGEBURG,SC
40980,SAGINAW,MI
49420,YAKIMA,WA
13660,STANWOOD,MI
27600,HOSCHTON,GA
38700,FAIRBURY,IL
12100,ATLANTIC CITY,NJ
26090,ALLEGAN,MI
24020,GLENS FALLS,NY
29420,BULLHEAD CITY,AZ
12220,OPELIKA,AL
46300,JEROME,ID
31180,LUBBOCK,TX
11500,JACKSONVILLE,AL
21140,GOSHEN,IN
27500,JANESVILLE,WI
24060,GLENWOOD SPRINGS,CO
43460,SCOTT CITY,MO
11500,ANNISTON,AL
29940,LAWRENCE,KS
23380,CLYDE,OH
22020,MOORHEAD,MN
10300,TECUMSEH,MI
34060,MORGANTOWN,WV
42620,BEEBE,AR
43940,LEAD,SD
47300,PORTERVILLE,CA
22660,FORT COLLINS,CO
17020,CHICO,CA
13460,BEND,OR
23620,VALLEY VIEW,TX
16300,CEDAR RAPIDS,IA
40760,RUIDOSO DOWNS,NM
30140,PALMYRA,PA
20460,CALERA,OK
13500,MC COLL,SC
44220,SPRINGFIELD,OH
10700,ARAB,AL
10180,ABILENE,TX
28340,LIGONIER,IN
48460,MOUNTAIN VIEW,MO
48940,BLANCHESTER,OH
20940,BRAWLEY,CA
29740,LAS CRUCES,NM
39860,CANNON FALLS,MN
27740,ELIZABETHTON,TN
46780,DELPHOS,OH
42680,SEBASTIAN,FL
42680,VERO BEACH,FL
28420,RICHLAND,WA
38820,PORT ANGELES,WA
40300,OREGON,IL
11460,ANN ARBOR,MI
16300,MARION,IA
39540,RACINE,WI
22140,BLOOMFIELD,NM
17540,DE WITT,IA
49740,YUMA,AZ
29860,ELLISVILLE,MS
10780,ALEXANDRIA,LA
21060,RADCLIFF,KY
33260,MIDLAND,TX
14020,BLOOMINGTON,IN
26380,HOUMA,LA
21700,EUREKA,CA
15340,CRESTLINE,OH
36300,OGDENSBURG,NY
45860,NEW MILFORD,CT
17980,COLUMBUS,GA
34180,EPHRATA,WA
15420,HEYBURN,ID
26980,CORALVILLE,IA
23580,GAINESVILLE,GA
42860,SENECA,SC
10780,ALEXANDRIA,LA
22020,WEST FARGO,ND
10500,LEESBURG,GA
18980,CULLMAN,AL
24780,WINTERVILLE,NC
18900,CROSSVILLE,TN
29700,LAREDO,TX
33020,VANDALIA,MO
28820,LA GRANGE,NC
18980,HANCEVILLE,AL
26090,HOLLAND,MI
17660,HAYDEN,ID
25940,HILTON HEAD ISLAND,SC
12980,BATTLE CREEK,MI
22280,YERINGTON,NV
16380,COLDWATER,OH
37540,SPRINGVILLE,TN
21660,EUGENE,OR
18500,HORNELL,NY
44740,ALTA,IA
38660,JUANA DIAZ,PR
15540,BURLINGTON,VT
17020,CHICO,CA
31860,MANKATO,MN
12860,LE ROY,NY
39460,PUNTA GORDA,FL
46220,TUSCALOOSA,AL
49500,GUANICA,PR
38660,PONCE,PR
32900,ATWATER,CA
11940,ETOWAH,TN
47820,CHOCOWINITY,NC
36220,ODESSA,TX
32940,MERIDIAN,MS
11640,QUEBRADILLAS,PR
15060,GOLD BEACH,OR
37220,PAHRUMP,NV
43500,SILVER CITY,NM
35460,COSBY,TN
32000,OLD FORT,NC
38240,CARTHAGE,NC
45740,MARTIN,GA
38660,PONCE,PR
13300,BEEVILLE,TX
11540,APPLETON,WI
40980,SAGINAW,MI
22020,FARGO,ND
25300,PALMYRA,MO
32780,ASHLAND,OR
28060,COLUMBIA FALLS,MT
15180,BROWNSVILLE,TX
25860,MORGANTON,NC
32900,MERCED,CA
46340,TYLER,TX
36780,OSHKOSH,WI
47580,PERRY,GA
31420,MACON,GA
10140,OCEAN SHORES,WA
44100,SPRINGFIELD,IL
40580,ROCKY MOUNT,NC
20420,BAYFIELD,CO
42100,SANTA CRUZ,CA
19060,KEYSER,WV
20220,DUBUQUE,IA
48900,WILMINGTON,NC
47020,VICTORIA,TX
21660,EUGENE,OR
24060,ASPEN,CO
14700,HOLLISTER,MO
15500,MEBANE,NC
47700,SYRACUSE,IN
26940,DREW,MS
46540,ROME,NY
12980,BATTLE CREEK,MI
33780,TEMPERANCE,MI
32900,MERCED,CA
35020,FERRIDAY,LA
26380,HOUMA,LA
48900,WILMINGTON,NC
13980,RADFORD,VA
43320,PINETOP,AZ
35260,ELLWOOD CITY,PA
27620,FULTON,MO
34180,QUINCY,WA
25860,HICKORY,NC
37620,VIENNA,WV
47300,VISALIA,CA
29060,MEREDITH,NH
31420,MACON,GA
40300,BYRON,IL
41060,SAINT CLOUD,MN
46020,GRASS VALLEY,CA
26940,RULEVILLE,MS
24580,DE PERE,WI
39540,RACINE,WI
39700,LYFORD,TX
48140,WAUSAU,WI
19500,DECATUR,IL
19580,HICKSVILLE,OH
42700,SEBRING,FL
43320,LAKESIDE,AZ
24740,LELAND,MS
11500,OXFORD,AL
11640,CAMUY,PR
46500,SAINT PARIS,OH
11180,BOONE,IA
40580,TARBORO,NC
15180,HARLINGEN,TX
29380,FORT WHITE,FL
27100,JACKSON,MI
37660,OSWEGO,KS
46180,PONTOTOC,MS
42140,SANTA FE,NM
28580,MARATHON,FL
17300,HOPKINSVILLE,KY
31900,MANSFIELD,OH
10180,ABILENE,TX
42680,VERO BEACH,FL
37220,PAHRUMP,NV
22900,VAN BUREN,AR
10380,SAN SEBASTIAN,PR
35980,NORWICH,CT
37460,PANAMA CITY BEACH,FL
31460,OAKHURST,CA
31180,LUBBOCK,TX
46660,VALDOSTA,GA
10700,BOAZ,AL
46700,VACAVILLE,CA
45340,EL PRADO,NM
45820,TOPEKA,KS
40340,ROCHESTER,MN
22500,HARTSVILLE,SC
31660,SARANAC LAKE,NY
14500,LONGMONT,CO
44940,MANNING,SC
37260,INTERLACHEN,FL
11900,NELSONVILLE,OH
13340,LAKEVIEW,OH
42940,SEYMOUR,TN
42680,VERO BEACH,FL
22520,TUSCUMBIA,AL
35020,VIDALIA,LA
25860,LENOIR,NC
29060,GILFORD,NH
21580,CHAMA,NM
46620,UVALDE,TX
40580,ROCKY MOUNT,NC
15780,HAMPTON,AR
24060,CARBONDALE,CO
25980,MIDWAY,GA
36140,CAPE MAY,NJ
39150,PRESCOTT VALLEY,AZ
19060,FROSTBURG,MD
11540,APPLETON,WI
20100,SMYRNA,DE
19300,FOLEY,AL
42860,WALHALLA,SC
38700,DWIGHT,IL
32420,HORMIGUEROS,PR
14740,BREMERTON,WA
41420,SALEM,OR
32700,LINDSBORG,KS
28180,KOLOA,HI
24820,ARCANUM,OH
11540,APPLETON,WI
45980,BRUNDIDGE,AL
38420,LANCASTER,WI
23580,GAINESVILLE,GA
47380,WACO,TX
37420,PAMPA,TX
31300,PEMBROKE,NC
46420,JONESVILLE,SC
14740,PORT ORCHARD,WA
34460,OWINGSVILLE,KY
14420,BORGER,TX
34580,BURLINGTON,WA
20420,DURANGO,CO
15860,FLORENCE,CO
18660,HOMER,NY
36780,OSHKOSH,WI
43100,PLYMOUTH,WI
27900,NEOSHO,MO
43580,SIOUX CITY,IA
47300,VISALIA,CA
36500,LACEY,WA
15680,CALIFORNIA,MD
28700,KINGSPORT,TN
44980,SHAMOKIN,PA
39260,POWELL BUTTE,OR
17740,QUINCY,MI
44220,SPRINGFIELD,OH
26980,IOWA CITY,IA
28620,MANTEO,NC
37460,PANAMA CITY,FL
26820,RIGBY,ID
39820,ANDERSON,CA
46540,UTICA,NY
14540,BOWLING GREEN,KY
38240,ABERDEEN,NC
48660,WICHITA FALLS,TX
45220,TALLAHASSEE,FL
34100,MORRISTOWN,TN
27780,JOHNSTOWN,PA
34100,DANDRIDGE,TN
48820,SPICER,MN
12460,BAINBRIDGE,GA
39460,PORT CHARLOTTE,FL
27660,LAKE ARTHUR,LA
10860,SAN DIEGO,TX
30700,LINCOLN,NE
48660,WICHITA FALLS,TX
42020,PASO ROBLES,CA
23980,EDMONTON,KY
30940,WILLIAMSBURG,KY
29340,LAKE CHARLES,LA
27900,CARTHAGE,MO
23900,NEW OXFORD,PA
23820,STATELINE,NV
11020,HOLLIDAYSBURG,PA
18500,BATH,NY
29540,LANCASTER,PA
22660,LOVELAND,CO
33980,ATLANTIC BEACH,NC
37460,PANAMA CITY,FL
16820,CHARLOTTESVILLE,VA
15500,ELON,NC
33060,WYANDOTTE,OK
32180,SLATER,MO
20940,IMPERIAL,CA
31220,SCOTTVILLE,MI
29300,LANETT,AL
49020,STEPHENS CITY,VA
40780,DARDANELLE,AR
17740,BRONSON,MI
24060,ASPEN,CO
44580,MORRISON,IL
10180,ABILENE,TX
39940,SAINT ANTHONY,ID
38220,STAR CITY,AR
36780,MENASHA,WI
13180,WATERTOWN,WI
35700,NOGALES,AZ
44660,CUSHING,OK
49740,SAN LUIS,AZ
16580,URBANA,IL
41220,WOODBINE,GA
42680,VERO BEACH,FL
48020,JEFFERSON,WI
42680,VERO BEACH,FL
24420,CAVE JUNCTION,OR
25620,PETAL,MS
49420,YAKIMA,WA
25880,JONESVILLE,MI
15700,HURLOCK,MD
47940,WATERLOO,IA
12100,EGG HARBOR TOWNSHIP,NJ
35980,NEW LONDON,CT
15220,EARLY,TX
42980,BROWNSTOWN,IN
45900,TRAVERSE CITY,MI
34300,MOUNTAIN HOME AFB,ID
19300,FAIRHOPE,AL
16580,CHAMPAIGN,IL
34540,HOWARD,OH
43620,SIOUX FALLS,SD
27530,JASPER,AL
31020,WOODLAND,WA
46460,SOUTH FULTON,TN
19300,DAPHNE,AL
27380,BULLARD,TX
31660,TUPPER LAKE,NY
33860,MONTGOMERY,AL
20780,VAIL,CO
36500,OLYMPIA,WA
34580,MOUNT VERNON,WA
48140,MOSINEE,WI
11460,ANN ARBOR,MI
23460,GADSDEN,AL
38340,NORTH ADAMS,MA
49220,WISCONSIN RAPIDS,WI
13380,BELLINGHAM,WA
29740,LAS CRUCES,NM
25980,FORT STEWART,GA
27740,JONESBOROUGH,TN
13780,BINGHAMTON,NY
40340,ROCHESTER,MN
35140,WHITMIRE,SC
14380,BLOWING ROCK,NC
48460,WILLOW SPRINGS,MO
40080,IRVINE,KY
39020,LUCASVILLE,OH
22520,MUSCLE SHOALS,AL
23460,ATTALLA,AL
17020,PARADISE,CA
29340,SULPHUR,LA
41760,PRIEST RIVER,ID
27460,DUNKIRK,NY
17500,LABELLE,FL
30940,LONDON,KY
44980,MILTON,PA
27780,JOHNSTOWN,PA
40220,ROANOKE,VA
41780,VERMILION,OH
44180,SPRINGFIELD,MO
49300,ORRVILLE,OH
39540,RACINE,WI
21700,MCKINLEYVILLE,CA
36380,OKEECHOBEE,FL
33740,MONROE,LA
44620,STEVENS POINT,WI
19180,DANVILLE,IL
24540,WINDSOR,CO
25980,LUDOWICI,GA
48140,SCHOFIELD,WI
21780,HENDERSON,KY
42020,SAN LUIS OBISPO,CA
22280,SILVER SPRINGS,NV
41540,OCEAN CITY,MD
26980,NORTH LIBERTY,IA
46180,TUPELO,MS
40220,SALEM,VA
43060,MCLOUD,OK
46540,UTICA,NY
11620,MARIETTA,OK
43620,SIOUX FALLS,SD
14740,POULSBO,WA
21220,WEST WENDOVER,NV
29300,VALLEY,AL
17020,OROVILLE,CA
19860,DICKINSON,ND
25180,HAGERSTOWN,MD
32900,MERCED,CA
15680,LEONARDTOWN,MD
12020,ATHENS,GA
18980,CULLMAN,AL
11980,KEMP,TX
29740,LAS CRUCES,NM
43760,JAMESTOWN,CA
34020,BERWICK,LA
26980,IOWA CITY,IA
42340,SAVANNAH,GA
24460,HOISINGTON,KS
20820,ALTAMONT,IL
48580,WHITEWATER,WI
16540,GREENCASTLE,PA
18740,WEST LAFAYETTE,OH
43320,WINSLOW,AZ
41100,HURRICANE,UT
32780,CENTRAL POINT,OR
27020,FLORENCE,WI
45460,TERRE HAUTE,IN
31420,MACON,GA
22260,PERHAM,MN
34020,PATTERSON,LA
49020,WINCHESTER,VA
42940,GATLINBURG,TN
45140,PARK HILL,OK
26380,HOUMA,LA
46700,VALLEJO,CA
15740,BYESVILLE,OH
22380,FLAGSTAFF,AZ
19340,MOLINE,IL
14380,BANNER ELK,NC
22660,LOVELAND,CO
42620,JUDSONIA,AR
22660,FORT COLLINS,CO
47660,HOLDEN,MO
21640,CLAYTON,AL
45820,TOPEKA,KS
48820,NEW LONDON,MN
39660,RAPID CITY,SD
40530,ROCKPORT,TX
22520,FLORENCE,AL
30940,MANCHESTER,KY
33620,HUNTSVILLE,MO
28700,BRISTOL,TN
37120,MIDLAND CITY,AL
14140,PRINCETON,WV
27420,JAMESTOWN,ND
43420,BENSON,AZ
41140,SAINT JOSEPH,MO
26500,MOUNT UNION,PA
10620,NORWOOD,NC
23980,CAVE CITY,KY
44220,SPRINGFIELD,OH
43320,OVERGAARD,AZ
35580,SPRINGFIELD,MN
34460,JEFFERSONVILLE,KY
43740,WINDBER,PA
36837,STREATOR,IL
10180,ABILENE,TX
19700,DEMING,NM
12220,OPELIKA,AL
20660,SAINT MICHAELS,MD
27500,JANESVILLE,WI
12680,COXS CREEK,KY
25100,HOOKER,OK
21180,BEVERLY,WV
25840,MILTON FREEWATER,OR
37460,PANAMA CITY,FL
28500,INGRAM,TX
18380,CORDELE,GA
15460,WEST BURLINGTON,IA
18700,PHILOMATH,OR
31580,DAWSON SPRINGS,KY
47220,VINELAND,NJ
17220,GRAFTON,WV
15940,MASSILLON,OH
31380,BUSHNELL,IL
27540,PETERSBURG,IN
35220,MIDDLETOWN,IN
30980,LONGVIEW,TX
36580,COOPERSTOWN,NY
13620,WHITEFIELD,NH
47940,WATERLOO,IA
37300,PALESTINE,TX
47660,KNOB NOSTER,MO
43420,DOUGLAS,AZ
21580,ALCALDE,NM
31460,CHOWCHILLA,CA
25200,SUN VALLEY,ID
34540,FREDERICKTOWN,OH
48020,LAKE MILLS,WI
22180,FAYETTEVILLE,NC
43620,SIOUX FALLS,SD
26220,MOUNT HOOD PARKDALE,OR
34700,WILTON,IA
19940,AMBOY,IL
48900,WILMINGTON,NC
10700,ALBERTVILLE,AL
28380,CAMPBELL,MO
21140,ELKHART,IN
32100,NEGAUNEE,MI
32300,COLLINSVILLE,VA
29100,LA CROSSE,WI
31860,SAINT PETER,MN
12140,BUTLER,IN
29980,LEOMA,TN
48140,MERRILL,WI
31620,MAGNOLIA,AR
29420,KINGMAN,AZ
41820,SANFORD,NC
27740,JOHNSON CITY,TN
12980,ALBION,MI
18980,VINEMONT,AL
31660,HOGANSBURG,NY
22840,RAINSVILLE,AL
24060,RIFLE,CO
11460,YPSILANTI,MI
43900,SPARTANBURG,SC
39340,LEHI,UT
46500,MECHANICSBURG,OH
45540,WILDWOOD,FL
35980,GROTON,CT
21660,EUGENE,OR
13620,COLEBROOK,NH
43760,GROVELAND,CA
22420,GRAND BLANC,MI
34740,MUSKEGON,MI
11540,KAUKAUNA,WI
29420,LAKE HAVASU CITY,AZ
10500,ALBANY,GA
48700,MONTOURSVILLE,PA
14300,LEONARD,TX
22660,FORT COLLINS,CO
47180,BICKNELL,IN
31460,MADERA,CA
23820,ZEPHYR COVE,NV
31740,MANHATTAN,KS
13620,LANCASTER,NH
41260,JOHNSONBURG,PA
27220,WILSON,WY
24330,DEER RIVER,MN
23940,NEWCASTLE,WY
37140,METROPOLIS,IL
47240,WEST TISBURY,MA
11100,AMARILLO,TX
46700,VALLEJO,CA
11220,FORT PLAIN,NY
17980,COLUMBUS,GA
16020,CAPE GIRARDEAU,MO
16060,MURPHYSBORO,IL
22840,FORT PAYNE,AL
31340,LYNCHBURG,VA
20260,SUPERIOR,WI
22820,WIGGINS,CO
32180,SWEET SPRINGS,MO
40740,ROSWELL,NM
25740,EAST HELENA,MT
10140,MONTESANO,WA
33700,MODESTO,CA
15180,SAN BENITO,TX
36840,WELLSVILLE,KS
21140,GOSHEN,IN
27860,JONESBORO,AR
32100,GWINN,MI
19300,ORANGE BEACH,AL
13020,ESSEXVILLE,MI
16580,CHAMPAIGN,IL
32300,RIDGEWAY,VA
17980,COLUMBUS,GA
38260,GIRARD,KS
39860,ZUMBROTA,MN
15620,MANTON,MI
35900,MILLERS CREEK,NC
26860,BLAIRSVILLE,PA
32580,MISSION,TX
21540,RAPID RIVER,MI
19300,GULF SHORES,AL
21340,EL PASO,TX
28100,MANTENO,IL
29420,LAKE HAVASU CITY,AZ
14300,HONEY GROVE,TX
24700,WESTPORT,IN
30620,LIMA,OH
39150,COTTONWOOD,AZ
43460,CHAFFEE,MO
28740,SAUGERTIES,NY
28300,SWANZEY,NH
41420,SALEM,OR
23900,LITTLESTOWN,PA
27020,NORWAY,MI
41140,SAINT JOSEPH,MO
15180,BROWNSVILLE,TX
47780,MONTGOMERY,IN
16180,CARSON CITY,NV
37300,ELKHART,TX
11460,ANN ARBOR,MI
12980,MARSHALL,MI
39540,BURLINGTON,WI
49620,HANOVER,PA
13380,FERNDALE,WA
21780,NEWBURGH,IN
22900,FORT SMITH,AR
34340,ELKIN,NC
39150,PRESCOTT,AZ
11540,APPLETON,WI
34340,DOBSON,NC
22500,FLORENCE,SC
15260,BRUNSWICK,GA
21780,EVANSVILLE,IN
29620,EAST LANSING,MI
33740,MONROE,LA
10540,SWEET HOME,OR
19340,BETTENDORF,IA
48660,WICHITA FALLS,TX
48540,SAINT CLAIRSVILLE,OH
27980,KAHULUI,HI
46340,TYLER,TX
41140,SAINT JOSEPH,MO
24580,GREEN BAY,WI
33220,SANFORD,MI
25060,GULFPORT,MS
13060,BAY CITY,TX
26820,IDAHO FALLS,ID
36220,ODESSA,TX
28020,PORTAGE,MI
48900,WILMINGTON,NC
28660,KILLEEN,TX
29100,HOLMEN,WI
19760,RAGLEY,LA
35460,PARROTTSVILLE,TN
37740,PINE,AZ
32280,GREENFIELD,TN
22780,DIXON,MO
31740,FORT RILEY,KS
43100,SHEBOYGAN FALLS,WI
33700,MODESTO,CA
31900,SHELBY,OH
37460,PANAMA CITY BEACH,FL
13740,BILLINGS,MT
29540,LANCASTER,PA
41500,MONTEREY,CA
25760,LEXA,AR
17780,BRYAN,TX
18880,SANTA ROSA BEACH,FL
33740,WEST MONROE,LA
41140,SAINT JOSEPH,MO
48940,SABINA,OH
48540,MOUNDSVILLE,WV
46460,TROY,TN
43340,BOSSIER CITY,LA
23580,GAINESVILLE,GA
12740,WATERBURY,VT
25940,HILTON HEAD ISLAND,SC
29420,KINGMAN,AZ
49260,WOODWARD,OK
21700,FORTUNA,CA
33540,MISSOULA,MT
26140,HOMOSASSA,FL
11980,CHANDLER,TX
44220,NEW CARLISLE,OH
36820,NEW SHARON,IA
40580,NASHVILLE,NC
23900,HANOVER,PA
39380,PUEBLO,CO
35220,KNIGHTSTOWN,IN
32140,TRACY,MN
38460,CHAMPLAIN,NY
10620,LOCUST,NC
38660,PONCE,PR
48300,LEAVENWORTH,WA
39900,RENO,NV
10380,AGUADA,PR
47380,WACO,TX
44940,SUMTER,SC
13620,GORHAM,NH
18460,MOUNT AIRY,GA
28300,RINDGE,NH
21500,ERIE,PA
13500,WALLACE,SC
33860,MONTGOMERY,AL
28660,TEMPLE,TX
43940,DEADWOOD,SD
40700,SUTHERLIN,OR
23940,GILLETTE,WY
31300,MAXTON,NC
44580,FULTON,IL
21300,ELMIRA,NY
44980,MOUNT CARMEL,PA
24580,GREEN BAY,WI
14140,BLUEFIELD,VA
42500,LEXINGTON,IN
24820,VERSAILLES,OH
26540,ROANOKE,IN
14620,SMETHPORT,PA
43580,SOUTH SIOUX CITY,NE
14220,ANGIE,LA
12780,DEWEY,OK
40260,ENFIELD,NC
42200,LOMPOC,CA
27600,BRASELTON,GA
41500,SALINAS,CA
26140,HERNANDO,FL
42100,APTOS,CA
36500,OLYMPIA,WA
33740,BASTROP,LA
41400,LISBON,OH
39420,COLFAX,WA
11020,DUNCANSVILLE,PA
47380,WACO,TX
47820,BELHAVEN,NC
22620,COLT,AR
22900,FORT SMITH,AR
32740,TITUSVILLE,PA
18180,HOOKSETT,NH
30420,ELWOOD,NE
22140,FARMINGTON,NM
45740,EASTANOLLEE,GA
17540,CAMANCHE,IA
45460,BRAZIL,IN
23460,RAINBOW CITY,AL
10860,ORANGE GROVE,TX
18460,ALTO,GA
21780,EVANSVILLE,IN
25940,OKATIE,SC
12120,FLOMATON,AL
28660,KILLEEN,TX
25900,KAMUELA,HI
14620,PORT ALLEGANY,PA
26300,HOT SPRINGS VILLAGE,AR
22380,PAGE,AZ
15140,STANTON,TN
48900,WILMINGTON,NC
36500,OLYMPIA,WA
21640,GEORGETOWN,GA
43760,TWAIN HARTE,CA
14500,BOULDER,CO
11060,ALTUS,OK
45180,CHILDERSBURG,AL
31900,MANSFIELD,OH
38500,CULVER,IN
30700,LINCOLN,NE
30140,ANNVILLE,PA
19540,GENEVA,IN
27660,IOWA,LA
28100,BRADLEY,IL
24900,ITTA BENA,MS
22660,FORT COLLINS,CO
